stationid,city,temp,rain,wind,direction,date
2,Brasov,26,0.54,36,SV,2023-03-18
5,Suceava,-12,0.14,96,V,2023-03-23
6,Suceava,29,0.77,24,V,2023-03-05
5,Suceava,5,0.78,100,NV,2023-03-30
7,Brasov,7,0.74,64,SE,2023-03-05
10,Suceava,-20,0.72,46,E,2023-03-16
4,Bucuresti,-11,0.33,52,SE,2023-03-21
9,Braila,9,0.24,123,E,2023-03-13
8,Galati,0,0.84,92,NE,2023-03-07
5,Brasov,35,0.67,72,E,2023-03-12
9,Iasi,-7,0.55,116,SE,2023-03-04
9,Constanta,17,0.97,4,SE,2023-03-26
2,Brasov,33,0.74,108,SV,2023-03-20
1,Iasi,1,0.38,1,V,2023-03-30
1,Cluj-Napoca,6,0.72,101,N,2023-03-24
2,Suceava,23,0.55,97,E,2023-03-05
7,Bucuresti,-8,0.75,138,NE,2023-03-12
7,Constanta,2,0.5,6,S,2023-03-10
10,Braila,-2,0.78,55,S,2023-03-01
9,Cluj-Napoca,34,0.57,29,S,2023-03-25
9,Braila,-4,0.01,121,SV,2023-03-20
3,Brasov,37,0.12,89,NE,2023-03-16
5,Constanta,-12,0.87,94,SV,2023-03-06
1,Cluj-Napoca,0,0.65,99,NV,2023-03-18
8,Galati,10,0.1,81,NE,2023-03-11
10,Brasov,22,0.96,127,NV,2023-03-07
2,Galati,16,0.92,96,E,2023-03-07
2,Braila,39,0.74,33,NE,2023-03-19
2,Braila,-4,0.17,13,NE,2023-03-12
1,Constanta,19,0.09,25,V,2023-03-12
2,Cluj-Napoca,38,0.32,76,E,2023-03-25
1,Braila,38,0.3,36,N,2023-03-18
1,Galati,40,0.25,65,V,2023-03-04
9,Suceava,-10,0.84,23,S,2023-03-13
6,Suceava,8,0.22,93,N,2023-03-06
6,Constanta,4,0.7,23,E,2023-03-09
7,Bucuresti,23,0.04,55,NE,2023-03-30
10,Cluj-Napoca,23,0.52,123,NV,2023-03-22
6,Brasov,23,0.84,105,N,2023-03-16
9,Cluj-Napoca,6,0.63,65,V,2023-03-30
9,Iasi,37,0.71,89,E,2023-03-25
10,Galati,39,0.21,34,SE,2023-03-09
5,Suceava,12,0.44,24,NE,2023-03-14
10,Brasov,1,0.36,72,S,2023-03-25
10,Braila,0,0.95,60,SV,2023-03-04
10,Constanta,32,0.08,114,SE,2023-03-04
5,Iasi,25,0.86,118,NV,2023-03-14
7,Brasov,30,0.25,108,NE,2023-03-15
4,Braila,25,0.49,121,E,2023-03-28
8,Galati,5,0.32,99,NV,2023-03-16
10,Galati,0,0.31,136,NE,2023-03-04
6,Brasov,-7,0.66,13,N,2023-03-29
3,Constanta,29,0.48,40,SE,2023-03-12
8,Galati,-17,0.72,30,SV,2023-03-03
5,Bucuresti,27,0.34,11,SV,2023-03-06
9,Cluj-Napoca,-20,0.25,8,E,2023-03-23
1,Galati,30,0.12,8,S,2023-03-29
4,Brasov,-17,0.71,90,V,2023-03-30
2,Suceava,38,0.81,125,SV,2023-03-08
2,Cluj-Napoca,40,0.59,4,E,2023-03-14
1,Braila,36,0.74,106,SE,2023-03-04
7,Iasi,38,0.38,27,NV,2023-03-25
1,Brasov,38,0.46,98,NV,2023-03-09
2,Galati,-18,0.47,19,NE,2023-03-03
4,Braila,-4,0.33,19,E,2023-03-16
5,Cluj-Napoca,-8,0.93,73,E,2023-03-01
1,Constanta,-17,0.16,135,SE,2023-03-13
8,Brasov,-8,0.72,139,E,2023-03-13
7,Suceava,22,0.74,93,NE,2023-03-22
1,Galati,14,0.95,70,V,2023-03-10
2,Braila,9,0.96,8,E,2023-03-18
10,Galati,-12,0.75,36,N,2023-03-29
7,Cluj-Napoca,37,0.91,114,NV,2023-03-17
2,Brasov,-20,0.06,91,NV,2023-03-21
5,Brasov,-13,0.64,57,N,2023-03-02
1,Bucuresti,26,0.86,114,N,2023-03-18
2,Brasov,22,0.24,35,N,2023-03-09
7,Constanta,-11,0.87,103,SE,2023-03-21
6,Iasi,23,0.5,7,NE,2023-03-11
9,Iasi,-2,0.45,25,E,2023-03-25
9,Braila,13,0.4,17,E,2023-03-07
10,Brasov,11,0.44,70,SE,2023-03-29
8,Galati,3,0.71,92,SE,2023-03-06
4,Suceava,2,0.26,49,S,2023-03-17
8,Suceava,18,0.33,22,V,2023-03-05
10,Brasov,1,0.86,23,S,2023-03-13
9,Bucuresti,-10,0.91,107,SE,2023-03-06
6,Suceava,28,0.94,1,N,2023-03-04
3,Constanta,4,0.93,104,E,2023-03-24
1,Galati,-7,0.32,69,S,2023-03-03
7,Galati,-17,0.94,21,V,2023-03-17
9,Suceava,-7,0.55,139,V,2023-03-10
1,Galati,-4,0.49,116,E,2023-03-08
7,Brasov,-7,0.03,127,SE,2023-03-30
10,Braila,8,0.24,84,SV,2023-03-08
4,Constanta,33,0.71,13,NV,2023-03-05
6,Brasov,-20,0.95,105,V,2023-03-06
7,Brasov,18,0.1,10,NV,2023-03-06
2,Braila,13,0.13,123,SV,2023-03-10
2,Bucuresti,33,0.74,111,SV,2023-03-13
10,Iasi,15,0.93,68,SV,2023-03-07
5,Cluj-Napoca,33,0.09,49,NE,2023-03-27
9,Iasi,20,0.21,10,SV,2023-03-14
8,Brasov,15,0.8,22,SE,2023-03-28
6,Suceava,-11,0.84,21,V,2023-03-09
8,Iasi,-14,0.21,55,V,2023-03-23
3,Constanta,25,0.05,119,SE,2023-03-02
3,Braila,11,0.41,19,V,2023-03-29
9,Bucuresti,35,0.47,69,SV,2023-03-07
10,Suceava,-9,0.46,135,SV,2023-03-01
1,Constanta,-6,0.01,3,N,2023-03-23
9,Braila,10,0.45,118,NE,2023-03-04
6,Cluj-Napoca,-17,0.91,27,V,2023-03-27
5,Galati,23,0.17,39,S,2023-03-24
1,Brasov,-20,0.86,26,S,2023-03-04
5,Constanta,17,0.01,10,E,2023-03-27
6,Bucuresti,8,0.04,128,NV,2023-03-18
4,Suceava,7,0.61,52,NE,2023-03-13
9,Braila,36,0.44,110,SE,2023-03-07
5,Bucuresti,13,0.16,67,SE,2023-03-14
4,Bucuresti,24,0.72,121,SV,2023-03-09
10,Galati,24,0.15,14,NV,2023-03-19
2,Galati,-17,0.54,130,SV,2023-03-30
4,Suceava,-20,0.15,8,NV,2023-03-04
4,Brasov,-12,0.03,19,S,2023-03-23
3,Galati,20,0.59,16,SV,2023-03-20
6,Cluj-Napoca,29,0.07,115,SV,2023-03-11
2,Constanta,5,0.81,27,NV,2023-03-01
6,Braila,-1,0.26,13,NV,2023-03-18
5,Constanta,5,0.13,37,N,2023-03-21
4,Brasov,-12,0.47,118,V,2023-03-20
4,Iasi,29,0.25,15,S,2023-03-28
8,Brasov,-1,0.85,55,N,2023-03-10
1,Bucuresti,-8,0.01,102,V,2023-03-16
8,Braila,34,0.63,120,NE,2023-03-10
6,Suceava,31,0.5,139,SE,2023-03-24
2,Cluj-Napoca,20,0.95,13,NV,2023-03-25
3,Constanta,24,0.55,70,V,2023-03-12
1,Bucuresti,-1,0.07,70,V,2023-03-12
3,Bucuresti,-14,0.94,134,NV,2023-03-20
8,Brasov,19,0.28,74,E,2023-03-29
10,Galati,-19,0.27,126,NV,2023-03-07
10,Bucuresti,31,0.64,44,SE,2023-03-14
5,Brasov,-16,0.19,14,S,2023-03-10
6,Bucuresti,-2,0.76,117,N,2023-03-24
5,Constanta,35,0.67,10,N,2023-03-14
6,Cluj-Napoca,25,0.98,55,N,2023-03-04
7,Cluj-Napoca,-4,0.15,15,NV,2023-03-16
1,Bucuresti,-20,0.29,47,N,2023-03-29
10,Brasov,8,0.56,8,E,2023-03-28
3,Suceava,39,0.12,64,S,2023-03-06
5,Suceava,16,0.74,63,SE,2023-03-24
4,Cluj-Napoca,-20,0.25,122,S,2023-03-20
8,Brasov,14,0.93,57,N,2023-03-23
5,Braila,25,0.27,24,S,2023-03-03
1,Galati,22,0.54,97,E,2023-03-06
3,Brasov,-17,0.1,3,S,2023-03-26
6,Suceava,28,0.51,85,SE,2023-03-12
1,Constanta,31,0.6,103,S,2023-03-12
7,Cluj-Napoca,-5,0.78,79,S,2023-03-22
4,Cluj-Napoca,19,0.92,121,S,2023-03-05
3,Galati,39,0.22,129,S,2023-03-24
1,Brasov,38,0.48,16,NE,2023-03-16
9,Bucuresti,27,0.28,71,SV,2023-03-28
7,Galati,11,0.84,61,SV,2023-03-03
1,Suceava,27,0.87,85,S,2023-03-17
4,Bucuresti,21,0.82,128,E,2023-03-07
5,Brasov,-2,0.86,90,S,2023-03-01
5,Galati,29,0.42,140,SE,2023-03-28
10,Iasi,-12,0.39,59,SE,2023-03-27
7,Constanta,3,0.26,20,S,2023-03-29
4,Suceava,4,0.28,33,S,2023-03-04
5,Suceava,0,0.56,124,E,2023-03-01
3,Constanta,-13,0.99,103,V,2023-03-07
5,Iasi,3,0.11,45,S,2023-03-29
8,Braila,-17,0.27,28,SE,2023-03-19
5,Galati,9,0.81,112,NE,2023-03-21
6,Cluj-Napoca,33,0.3,92,S,2023-03-03
7,Braila,39,0.47,100,NE,2023-03-23
4,Brasov,24,0.94,6,SV,2023-03-23
6,Cluj-Napoca,-20,0.57,2,NV,2023-03-20
8,Cluj-Napoca,9,0.27,38,S,2023-03-30
3,Bucuresti,32,0.04,93,NV,2023-03-08
4,Galati,34,0.95,101,NE,2023-03-06
10,Cluj-Napoca,-4,0.25,25,SE,2023-03-30
3,Galati,21,0.32,123,SE,2023-03-08
8,Brasov,15,0.25,5,S,2023-03-02
5,Bucuresti,-8,0.71,5,E,2023-03-23
5,Brasov,36,0.39,39,NE,2023-03-14
4,Cluj-Napoca,-16,0.19,13,E,2023-03-08
3,Suceava,0,0.35,24,E,2023-03-27
8,Constanta,3,0.46,53,NV,2023-03-26
10,Braila,18,0.98,132,V,2023-03-13
2,Brasov,3,0.58,75,NE,2023-03-15
8,Suceava,29,0.44,99,V,2023-03-16
8,Cluj-Napoca,-9,0.09,30,SE,2023-03-09
1,Constanta,3,0.72,3,NV,2023-03-18
8,Brasov,9,0.06,40,E,2023-03-04
4,Galati,-10,0.86,23,E,2023-03-25
4,Iasi,-10,0.66,128,NE,2023-03-10
8,Bucuresti,25,0.88,125,SV,2023-03-05
6,Braila,5,0.56,88,E,2023-03-10
8,Suceava,-8,0.72,71,SV,2023-03-13
1,Constanta,39,0.15,106,N,2023-03-20
4,Cluj-Napoca,35,0.32,35,SE,2023-03-01
2,Galati,-16,0.24,105,N,2023-03-29
6,Galati,33,0.86,46,S,2023-03-16
5,Braila,4,0.89,79,V,2023-03-19
6,Iasi,20,0.05,36,NV,2023-03-06
6,Suceava,-11,0.2,41,NE,2023-03-07
6,Brasov,-6,0.03,11,NE,2023-03-07
2,Suceava,-17,0.62,62,SE,2023-03-11
5,Galati,-13,0.51,132,V,2023-03-28
7,Cluj-Napoca,24,0.93,8,N,2023-03-27
4,Galati,22,0.07,119,E,2023-03-08
8,Brasov,35,0.48,20,N,2023-03-24
3,Bucuresti,23,0.42,62,S,2023-03-06
10,Brasov,-10,0.33,28,E,2023-03-24
6,Constanta,-19,0.23,109,NV,2023-03-26
5,Brasov,20,0.4,107,E,2023-03-16
8,Galati,30,0.02,96,SE,2023-03-25
10,Bucuresti,25,0.54,125,N,2023-03-17
8,Bucuresti,-17,0.7,3,SE,2023-03-21
4,Iasi,-8,0.07,51,V,2023-03-24
1,Cluj-Napoca,40,0.12,12,E,2023-03-09
2,Braila,1,0.94,68,E,2023-03-20
1,Braila,-2,0.96,124,E,2023-03-07
5,Suceava,38,0.74,47,SV,2023-03-24
6,Suceava,26,0.99,118,N,2023-03-10
1,Suceava,23,0.98,99,S,2023-03-08
6,Braila,-5,0.58,96,NV,2023-03-28
5,Bucuresti,13,0.37,33,E,2023-03-30
7,Iasi,29,0.31,15,NV,2023-03-30
2,Brasov,-12,0.26,40,NE,2023-03-03
1,Cluj-Napoca,19,0.51,32,NE,2023-03-20
1,Galati,-6,0.63,80,NE,2023-03-08
1,Constanta,-6,0.26,10,E,2023-03-27
5,Braila,-9,0.97,107,SV,2023-03-18
5,Suceava,13,0.36,59,NV,2023-03-14
1,Constanta,33,0.21,34,N,2023-03-25
3,Iasi,-1,0.26,81,S,2023-03-01
7,Brasov,-14,0.99,110,SV,2023-03-20
4,Galati,40,0.2,84,NV,2023-03-07
6,Iasi,29,0.87,83,NV,2023-03-15
4,Bucuresti,5,0.39,82,NV,2023-03-02
7,Bucuresti,-3,0.04,70,NE,2023-03-20
4,Brasov,21,0.01,103,SE,2023-03-03
10,Galati,12,0.42,130,NV,2023-03-14
8,Bucuresti,-4,0.33,72,E,2023-03-11
2,Braila,-2,0.06,27,E,2023-03-17
1,Suceava,23,0.83,15,E,2023-03-17
10,Constanta,-16,0.79,45,NE,2023-03-21
1,Suceava,21,0.78,15,NV,2023-03-25
3,Cluj-Napoca,36,0.35,87,V,2023-03-03
6,Braila,2,0.91,126,NE,2023-03-23
6,Braila,38,0.31,21,V,2023-03-03
10,Bucuresti,24,0.26,93,E,2023-03-24
9,Braila,10,0.57,121,NV,2023-03-05
6,Brasov,33,0.21,68,NE,2023-03-20
6,Suceava,11,0.57,22,N,2023-03-02
5,Galati,-17,0.57,36,V,2023-03-17
8,Iasi,14,0.06,32,SE,2023-03-10
3,Galati,35,0.35,88,SE,2023-03-26
2,Braila,-1,0.85,81,SE,2023-03-03
3,Suceava,19,0.77,35,SV,2023-03-25
10,Suceava,31,0.39,32,NV,2023-03-17
7,Bucuresti,35,0.81,135,NE,2023-03-08
10,Suceava,33,0.09,14,NE,2023-03-11
10,Bucuresti,25,0.96,76,E,2023-03-01
10,Iasi,-16,0.36,1,N,2023-03-17
4,Bucuresti,-17,0.14,22,SV,2023-03-18
2,Brasov,8,0.07,60,NE,2023-03-30
5,Suceava,-12,0.59,29,NV,2023-03-17
1,Suceava,10,0.75,14,NV,2023-03-09
4,Constanta,3,0.36,140,E,2023-03-13
9,Cluj-Napoca,40,0.66,31,N,2023-03-23
4,Galati,31,0.53,42,SE,2023-03-13
6,Iasi,-7,0.37,14,N,2023-03-09
8,Galati,9,0.63,84,SE,2023-03-19
9,Cluj-Napoca,35,0.22,136,NV,2023-03-24
10,Brasov,26,0.22,38,NE,2023-03-01
5,Galati,10,0.53,24,NV,2023-03-20
7,Cluj-Napoca,25,0.05,117,NE,2023-03-07
2,Iasi,27,0.59,65,NV,2023-03-12
1,Galati,-3,1.0,127,V,2023-03-23
5,Braila,22,0.24,111,S,2023-03-22
1,Braila,-10,0.81,41,E,2023-03-29
4,Suceava,6,0.43,40,N,2023-03-28
1,Cluj-Napoca,1,0.42,30,V,2023-03-24
2,Brasov,13,0.06,48,V,2023-03-18
1,Brasov,26,0.76,139,S,2023-03-17
4,Cluj-Napoca,19,0.81,133,V,2023-03-22
10,Brasov,29,0.24,118,NV,2023-03-15
8,Braila,31,0.31,5,N,2023-03-10
10,Iasi,2,0.69,60,S,2023-03-18
7,Brasov,14,0.26,44,SV,2023-03-03
10,Cluj-Napoca,34,0.1,76,N,2023-03-12
9,Cluj-Napoca,10,0.12,53,S,2023-03-10
10,Suceava,29,0.0,37,SV,2023-03-17
5,Bucuresti,8,0.19,51,SE,2023-03-06
6,Bucuresti,0,0.62,131,NE,2023-03-10
1,Suceava,-14,0.66,82,E,2023-03-22
6,Brasov,10,0.74,129,NE,2023-03-14
8,Constanta,-17,0.21,37,NE,2023-03-27
2,Braila,11,0.37,33,N,2023-03-06
1,Constanta,13,0.38,89,SE,2023-03-13
8,Bucuresti,34,0.14,90,NV,2023-03-18
7,Bucuresti,27,0.64,81,SE,2023-03-12
7,Suceava,0,0.47,25,N,2023-03-05
2,Bucuresti,-20,0.56,130,SV,2023-03-21
5,Constanta,7,0.13,41,N,2023-03-11
3,Braila,-13,0.76,43,SE,2023-03-10
1,Bucuresti,-3,0.24,78,E,2023-03-21
7,Bucuresti,-14,0.02,40,SV,2023-03-21
2,Bucuresti,12,0.93,139,SV,2023-03-13
3,Galati,31,0.96,27,SE,2023-03-01
9,Cluj-Napoca,25,0.07,119,SE,2023-03-16
2,Bucuresti,29,0.73,16,E,2023-03-11
7,Suceava,14,0.71,47,V,2023-03-07
3,Cluj-Napoca,26,0.52,69,NE,2023-03-26
4,Bucuresti,25,0.11,33,NV,2023-03-16
3,Iasi,-16,0.96,119,E,2023-03-25
2,Brasov,17,0.81,101,SE,2023-03-11
4,Galati,36,0.3,85,S,2023-03-07
8,Iasi,-13,0.1,118,E,2023-03-04
1,Bucuresti,32,0.75,120,S,2023-03-20
8,Iasi,4,0.17,31,NV,2023-03-03
2,Brasov,-11,0.1,12,N,2023-03-03
4,Iasi,0,0.02,45,NV,2023-03-23
2,Braila,4,0.47,32,S,2023-03-03
4,Brasov,22,0.18,70,SV,2023-03-11
7,Constanta,3,0.91,9,SV,2023-03-16
10,Constanta,-1,0.24,47,NV,2023-03-17
8,Braila,-7,0.77,8,N,2023-03-21
8,Braila,-12,0.5,122,N,2023-03-21
6,Iasi,21,0.74,130,E,2023-03-11
1,Galati,13,0.68,33,SE,2023-03-03
1,Suceava,-11,0.67,128,N,2023-03-09
2,Bucuresti,20,0.74,6,N,2023-03-29
2,Bucuresti,12,0.45,61,NE,2023-03-27
8,Bucuresti,-8,0.45,115,SV,2023-03-06
8,Galati,-18,0.41,73,E,2023-03-25
1,Brasov,29,0.41,65,S,2023-03-08
5,Constanta,24,0.21,31,V,2023-03-01
9,Braila,-8,0.64,125,SV,2023-03-12
5,Galati,19,0.24,32,E,2023-03-22
7,Galati,40,0.87,49,SV,2023-03-18
5,Braila,0,0.54,9,NE,2023-03-07
6,Constanta,-14,0.11,65,V,2023-03-04
8,Galati,1,0.72,76,NE,2023-03-16
3,Iasi,33,0.0,46,V,2023-03-14
8,Braila,8,0.43,130,V,2023-03-02
9,Cluj-Napoca,-2,0.69,63,SE,2023-03-30
4,Galati,-20,0.11,1,NE,2023-03-28
5,Constanta,-5,0.05,121,NE,2023-03-30
5,Cluj-Napoca,20,0.38,114,SV,2023-03-23
8,Suceava,11,0.03,4,NE,2023-03-27
10,Constanta,-13,0.91,74,E,2023-03-21
9,Iasi,-18,0.72,8,N,2023-03-30
4,Galati,38,0.44,32,S,2023-03-24
6,Bucuresti,-20,0.88,95,SV,2023-03-19
4,Constanta,6,0.28,117,NV,2023-03-24
3,Constanta,18,0.39,10,S,2023-03-08
3,Cluj-Napoca,21,0.3,112,SV,2023-03-01
8,Brasov,-14,0.5,59,V,2023-03-03
1,Constanta,-11,0.67,136,NV,2023-03-07
6,Iasi,2,0.71,63,NE,2023-03-25
7,Bucuresti,7,0.22,18,V,2023-03-28
7,Constanta,-18,0.94,98,NE,2023-03-19
3,Bucuresti,26,0.74,119,S,2023-03-25
6,Iasi,1,0.62,137,E,2023-03-12
7,Galati,-14,0.67,70,NE,2023-03-18
5,Iasi,-9,0.67,30,SE,2023-03-11
6,Galati,33,0.48,94,NV,2023-03-19
7,Suceava,4,0.17,91,S,2023-03-06
2,Brasov,13,0.7,104,SE,2023-03-02
4,Brasov,36,0.88,59,SE,2023-03-11
4,Constanta,20,0.61,134,S,2023-03-29
5,Iasi,-5,0.17,51,NV,2023-03-18
9,Galati,28,0.08,43,SE,2023-03-15
9,Iasi,33,0.8,130,E,2023-03-03
5,Bucuresti,28,0.56,81,S,2023-03-19
7,Galati,30,0.38,76,V,2023-03-21
9,Cluj-Napoca,23,0.49,11,NE,2023-03-15
1,Cluj-Napoca,-4,0.79,42,NV,2023-03-27
10,Constanta,-20,0.01,112,SE,2023-03-22
2,Suceava,-19,0.22,77,SE,2023-03-22
3,Braila,-17,0.77,24,V,2023-03-24
3,Cluj-Napoca,25,0.15,80,SV,2023-03-18
7,Constanta,10,0.81,18,SE,2023-03-27
4,Constanta,2,0.5,95,N,2023-03-15
5,Bucuresti,37,0.64,129,E,2023-03-09
7,Brasov,-18,0.71,122,E,2023-03-24
7,Galati,16,0.36,104,SE,2023-03-11
9,Cluj-Napoca,-1,0.61,28,S,2023-03-03
3,Galati,18,0.96,52,SV,2023-03-03
1,Iasi,-13,0.41,110,SV,2023-03-05
7,Bucuresti,14,0.81,58,S,2023-03-30
8,Braila,-4,0.0,136,S,2023-03-18
6,Constanta,9,0.87,136,E,2023-03-24
7,Constanta,0,0.93,86,N,2023-03-21
2,Suceava,2,0.79,57,E,2023-03-01
2,Cluj-Napoca,14,0.36,21,N,2023-03-29
5,Constanta,0,0.96,47,NV,2023-03-14
3,Braila,30,0.38,93,V,2023-03-19
9,Iasi,35,0.38,39,V,2023-03-16
5,Suceava,30,0.79,27,NE,2023-03-23
4,Iasi,-20,0.01,43,SV,2023-03-28
8,Suceava,16,0.14,6,V,2023-03-18
8,Braila,15,0.58,40,E,2023-03-10
6,Braila,31,0.16,38,N,2023-03-20
9,Galati,30,0.66,36,SV,2023-03-28
4,Cluj-Napoca,-16,0.82,117,SE,2023-03-27
1,Cluj-Napoca,7,0.06,123,SV,2023-03-13
3,Constanta,33,0.11,71,V,2023-03-10
4,Braila,16,0.76,20,SV,2023-03-14
7,Galati,13,0.43,95,S,2023-03-16
5,Galati,35,0.48,62,S,2023-03-04
6,Braila,-14,0.67,8,S,2023-03-01
8,Brasov,-1,0.81,88,E,2023-03-14
7,Brasov,21,0.13,86,SE,2023-03-12
6,Suceava,3,0.7,50,N,2023-03-24
5,Suceava,30,0.31,23,SE,2023-03-23
8,Iasi,6,0.46,10,NE,2023-03-23
3,Constanta,-11,0.82,44,S,2023-03-15
9,Constanta,12,0.97,64,N,2023-03-16
6,Brasov,28,0.11,125,NV,2023-03-07
1,Cluj-Napoca,30,0.65,73,NE,2023-03-03
7,Suceava,-2,0.38,103,N,2023-03-09
10,Cluj-Napoca,9,0.58,138,E,2023-03-12
3,Iasi,-17,0.85,69,NE,2023-03-17
6,Braila,2,0.6,65,SV,2023-03-06
7,Brasov,20,0.64,21,E,2023-03-17
8,Cluj-Napoca,3,0.69,115,E,2023-03-27
9,Galati,31,0.38,107,V,2023-03-15
3,Suceava,-19,0.87,21,V,2023-03-25
3,Bucuresti,6,0.9,59,N,2023-03-11
7,Galati,-3,0.96,65,S,2023-03-30
9,Galati,-3,0.53,78,NV,2023-03-02
3,Constanta,-11,0.79,23,N,2023-03-10
5,Cluj-Napoca,21,0.14,13,NV,2023-03-30
9,Iasi,13,0.87,139,E,2023-03-29
9,Constanta,37,0.31,75,SV,2023-03-23
5,Constanta,15,0.07,77,E,2023-03-04
9,Iasi,24,0.45,78,NV,2023-03-07
3,Bucuresti,14,0.72,88,N,2023-03-03
1,Constanta,40,0.53,20,SV,2023-03-19
2,Constanta,37,0.25,41,SV,2023-03-23
3,Brasov,31,0.69,70,NV,2023-03-06
7,Constanta,-16,0.35,94,V,2023-03-20
1,Suceava,13,0.44,125,NE,2023-03-26
10,Galati,-18,0.5,29,NV,2023-03-02
2,Galati,-12,0.87,36,NE,2023-03-12
4,Iasi,-19,0.51,35,S,2023-03-07
2,Cluj-Napoca,26,0.4,136,S,2023-03-09
7,Brasov,22,0.8,76,NE,2023-03-17
10,Iasi,1,0.38,24,SV,2023-03-04
4,Bucuresti,28,0.28,108,SE,2023-03-06
7,Brasov,30,0.14,95,SV,2023-03-28
6,Bucuresti,36,0.51,63,SE,2023-03-15
1,Brasov,15,0.91,61,SV,2023-03-23
10,Brasov,5,0.17,69,NE,2023-03-11
6,Galati,33,0.01,53,N,2023-03-22
8,Suceava,-12,0.82,63,S,2023-03-17
6,Bucuresti,-7,0.39,21,S,2023-03-10
7,Brasov,-1,0.9,79,SE,2023-03-01
4,Braila,27,0.69,8,NE,2023-03-06
8,Suceava,-20,0.42,7,NE,2023-03-02
4,Constanta,38,0.41,108,SE,2023-03-18
8,Brasov,8,0.48,106,NE,2023-03-03
5,Bucuresti,-13,0.91,73,E,2023-03-03
9,Galati,35,0.19,63,NE,2023-03-17
2,Galati,9,0.85,99,N,2023-03-15
4,Bucuresti,-7,0.35,83,SE,2023-03-14
4,Suceava,19,0.7,65,N,2023-03-01
5,Cluj-Napoca,24,0.3,33,S,2023-03-26
1,Constanta,-18,0.06,25,NE,2023-03-22
3,Constanta,23,0.35,131,V,2023-03-08
5,Constanta,4,0.31,126,E,2023-03-09
3,Suceava,31,0.02,113,S,2023-03-12
2,Cluj-Napoca,-18,0.35,83,E,2023-03-24
10,Cluj-Napoca,-13,0.92,36,S,2023-03-04
4,Braila,27,0.27,57,S,2023-03-10
2,Bucuresti,1,0.33,18,SV,2023-03-19
10,Cluj-Napoca,20,0.6,67,NE,2023-03-29
8,Suceava,40,0.78,36,NV,2023-03-21
8,Constanta,10,0.11,49,SE,2023-03-13
8,Constanta,36,0.02,89,N,2023-03-23
1,Constanta,-2,0.2,120,N,2023-03-01
2,Bucuresti,-9,0.62,131,N,2023-03-07
1,Cluj-Napoca,29,0.44,83,S,2023-03-10
5,Cluj-Napoca,23,0.03,59,NE,2023-03-26
4,Braila,23,0.52,1,N,2023-03-04
6,Brasov,39,0.44,88,E,2023-03-20
1,Constanta,-1,0.49,126,NE,2023-03-13
9,Galati,11,0.72,51,NV,2023-03-26
8,Brasov,-15,0.66,36,SV,2023-03-13
2,Braila,26,0.36,53,V,2023-03-13
5,Suceava,6,0.05,133,NV,2023-03-25
10,Cluj-Napoca,13,0.46,82,S,2023-03-16
8,Galati,9,0.6,133,NV,2023-03-23
4,Brasov,-1,0.46,136,NE,2023-03-02
1,Iasi,12,0.23,114,SV,2023-03-26
9,Braila,26,0.88,94,V,2023-03-30
2,Braila,22,0.36,103,SV,2023-03-08
8,Constanta,17,0.92,109,SV,2023-03-17
9,Bucuresti,29,0.31,109,NV,2023-03-30
9,Brasov,5,0.9,13,SE,2023-03-22
1,Braila,-6,0.36,127,SE,2023-03-15
2,Braila,2,0.68,15,V,2023-03-27
6,Galati,1,0.25,128,S,2023-03-13
8,Constanta,-2,0.53,66,E,2023-03-20
7,Suceava,22,0.78,84,E,2023-03-07
1,Galati,38,0.43,65,SV,2023-03-11
4,Galati,6,0.44,31,N,2023-03-21
6,Suceava,-6,0.38,27,N,2023-03-25
5,Galati,34,0.75,60,SV,2023-03-15
8,Braila,31,0.67,117,NE,2023-03-17
3,Cluj-Napoca,39,0.07,108,E,2023-03-10
5,Brasov,38,0.7,90,SE,2023-03-11
8,Braila,23,0.54,70,NE,2023-03-24
4,Bucuresti,25,0.96,131,E,2023-03-01
10,Brasov,28,0.11,64,V,2023-03-29
2,Braila,-11,0.05,136,SV,2023-03-10
7,Brasov,16,0.09,80,N,2023-03-28
6,Galati,37,0.66,23,SE,2023-03-15
9,Constanta,7,0.96,26,NE,2023-03-12
8,Braila,2,0.32,121,NE,2023-03-26
3,Bucuresti,2,0.5,11,S,2023-03-24
8,Braila,35,0.07,98,S,2023-03-16
7,Brasov,-12,0.45,101,SV,2023-03-28
6,Brasov,34,0.33,69,SV,2023-03-28
5,Iasi,30,0.84,22,S,2023-03-18
10,Galati,26,0.94,87,NE,2023-03-15
6,Cluj-Napoca,34,0.11,91,S,2023-03-01
4,Suceava,27,0.47,84,SV,2023-03-21
9,Braila,25,0.46,129,SE,2023-03-06
10,Constanta,-5,0.92,104,NE,2023-03-23
10,Braila,13,0.94,133,SE,2023-03-29
7,Bucuresti,0,0.9,42,V,2023-03-24
4,Brasov,22,0.67,30,SE,2023-03-07
3,Braila,10,0.1,66,S,2023-03-03
9,Iasi,31,0.8,64,NV,2023-03-01
2,Iasi,10,0.57,125,V,2023-03-04
8,Cluj-Napoca,-12,0.65,135,S,2023-03-10
5,Suceava,9,0.31,3,NV,2023-03-18
9,Iasi,-15,0.13,19,SV,2023-03-09
5,Constanta,33,0.1,30,NE,2023-03-16
2,Iasi,-10,0.65,132,SE,2023-03-13
5,Iasi,25,0.7,122,SV,2023-03-10
